ADDRESS,ZIP CODE,SALE PRICE,SALE DATE
848 THOMAS S BOYLAND ST,11212,580000,2016-11-30
916 THOMAS S. BOYLAND ST,11212,650000,2017-05-11
916 THOMAS S BOYLAND ST,11212,300000,2017-02-13
658 WATKINS STREET,11212,680000,2017-03-17
LIVONIA AVENUE,0,150000,2017-03-03
LIVONIA AVENUE,0,90000,2017-01-30
2032 UNION STREET,11212,968000,2017-08-15
2032 UNION STREET,11212,390000,2016-09-08
1512 PITKIN AVE,11212,1600000,2016-09-14
509-515 SARATOGA AVENUE,11212,5500000,2017-06-30
124 TAPSCOTT STREET,11212,940000,2017-07-17
2007 STRAUSS STREET,11212,690000,2016-12-13
185 DUMONT AVENUE,11212,650000,2017-03-15
337 GRAFTON STREET,11212,850000,2017-08-24
394 AMBOY STREET,11212,400000,2017-02-27
364 LEGION STREET,11212,625000,2017-08-22
389 LEGION STREET,11212,675000,2016-12-27
41 NEWPORT STREET,11212,585000,2017-02-08
114 RIVERDALE AVENUE,11212,406000,2017-08-09
153 NEWPORT STREET,11212,764000,2016-11-30
45-49 LOTT AVENUE,11212,2800000,2017-02-08
487 HERZL STREET,11212,615000,2017-01-31
485 HERZL STREET,11212,670000,2017-01-10
76 NEWPORT,11212,325000,2017-05-12
88 NEWPORT STREET,11212,710000,2017-06-26
92 NEWPORT STREET,11212,875000,2016-11-15
522 BRISTOL,11212,650000,2016-10-06
513 BRISTOL,11212,540000,2017-05-04
557 AMBOY STREET,11212,795000,2016-12-30
665 WATKINS STREET,11212,675000,2016-09-07
932 THOMAS S BOYLAND ST,11212,641902,2016-09-08
622 CHESTER STREET,11212,25000,2017-03-13
63 SUTTER AVENUE,11212,595000,2016-10-11
1522 PITKIN AVENUE,11212,925000,2017-08-29
47 BELMONT AVENUE,11212,510000,2016-10-18
1746 PITKIN AVENUE,11212,1070000,2017-03-30
1750 PITKIN AVENUE,11212,1600000,2016-12-08
489 ROCKAWAY AVENUE,11212,5250000,2016-09-29
782 SARATOGA AVENUE,11212,600000,2017-03-29
1809-1811 PITKIN AVENUE,11212,790000,2017-06-29
102 BELMONT AVENUE,11212,700000,2016-11-23
71 NEW LOTS AVENUE,11212,550000,2017-02-15
398 EAST 98TH   STREET,11212,145707,2016-09-02
379 EAST 98TH   STREET,11212,109293,2016-09-02
253 MOTHER GASTON BLVD,11212,250000,2017-04-07
1690 EAST NEW YORK AVENUE,11212,2650000,2017-01-24
203 SUTTER AVENUE,11212,5600000,2017-08-08
347 ROCKAWAY AVENUE,11212,1025000,2017-03-22
159 NEWPORT STREET,11212,740852,2016-12-07
255 45TH STREET,11220,1107500,2016-09-09
251 45TH   STREET,11220,838000,2017-04-07
241 45 STREET,11220,1025000,2016-11-01
237 45TH ST,11220,950000,2016-09-16
260 45TH STREET,11220,700000,2017-02-27
4812 3RD AVENUE,11220,1175000,2016-09-26
243 51ST   STREET,11220,999000,2016-09-09
269 55TH   STREET,11220,720000,2017-01-30
249 55 STREET,11220,750000,2017-03-13
234 56TH   STREET,11220,880000,2016-11-01
262 56TH STREET,11220,730000,2017-04-03
247 57TH   STREET,11220,915000,2017-06-13
239 60TH   STREET,11220,990000,2016-12-09
256 51ST   STREET,11220,927000,2016-09-22
224 53RD   STREET,11220,1300000,2016-12-13
232 54TH   STREET,11220,1300000,2016-09-27
245 60TH STREET,11220,700000,2017-02-10
5418 3RD AVENUE,11220,506000,2016-12-23
5418 3RD AVENUE,11220,480000,2017-02-23
235 55TH STREET,11220,344760,2017-03-02
235 55TH STREET,11220,283920,2017-03-08
235 55TH STREET,11220,273780,2017-03-08
235 55TH   STREET,11220,304200,2017-05-22
235 55TH STREET,11220,288990,2017-03-10
235 55TH STREET,11220,294060,2017-06-09
3901 2 AVENUE,11232,3000000,2017-03-29
117 57TH   STREET,11220,730000,2017-01-31
103 20TH STREET,11232,1100000,2017-08-18
201 46TH   STREET,11220,15500000,2016-10-20
244 52ND   STREET,11220,3280000,2017-04-04
5614 3 AVENUE,11220,850000,2016-12-09
129 TROUTMAN STREET,11206,1290000,2016-09-27
539 HART STREET,11221,900000,2017-08-17
74 CEDAR STREET,11221,900000,2016-11-14
1249 DEKALB AVENUE,11221,925000,2017-04-28
269 EVERGREEN AVENUE,11221,795000,2017-08-15
147 STANHOPE STREET,11221,1200000,2017-06-06
1335 GREENE AVENUE,11237,340000,2016-12-05
937 BUSHWICK AVENUE,11221,1225000,2016-12-26
42 GROVE STREET,11221,850000,2016-11-28
237 COVERT STREET,11207,775000,2016-09-28
673 EVERGREEN AVENUE,11207,1215000,2016-12-02
128A COOPER STREET,11207,730000,2017-05-26
90 VANDERVEER STREET,11207,180000,2016-11-17
24 BELVEDERE  STREET,11206,41000,2017-04-07
36 NOLL STREET,11206,1060000,2016-12-29
170 NOLL STREET,11237,950000,2017-02-14
93 JEFFERSON STREET,11206,850000,2017-07-31
48 JEFFERSON STREET,11206,975000,2017-04-06
168 EVERGREEN AVENUE,11206,1470000,2017-07-18
1019 WILLOUGHBY AVENUE,11221,600000,2017-04-12
1019 WILLOUGHBY AVENUE,11221,100000,2017-02-16
693 BUSHWICK AVENUE,11221,928500,2016-10-31
119 SUYDAM STREET,11221,400000,2017-03-02
493 HART STREET,11221,705000,2017-07-07
142 SUYDAM STREET,11221,1175000,2016-10-05
1252 MYRTLE AVENUE,11221,1850000,2017-02-15
624 HART STREET,11221,730937,2016-12-16
28A CEDAR STREET,11221,300000,2017-01-11
1281 DEKALB AVENUE,11221,830000,2017-07-25
1281 DEKALB AVENUE,11221,1000,2017-07-25
1357 DEKALB AVENUE,11221,4600000,2017-03-23
53 STOCKHOLM STREET,11221,1249000,2017-03-28
1444 DEKALB AVENUE,11237,881020,2016-12-21
10 STOCKHOLM STREET,11221,999950,2016-10-19
67 STANHOPE,11221,1375000,2016-12-22
74 STOCKHOLM STREET,11221,900000,2017-06-30
1347 MYRTLE AVENUE,11221,502000,2017-07-27
10 KOSSUTH PLACE,11221,950000,2017-02-22
64 STANHOPE STREET,11221,1200000,2016-12-14
115 HIMROD STREET,11221,850000,2016-11-04
223 CENTRAL AVENUE,11221,1300000,2016-10-11
615 VAN BUREN STREET,11221,1300000,2016-12-23
595 VAN BUREN STREET,11221,780000,2017-06-29
311 EVERGREEN AVENUE,11221,700000,2017-04-26
305 EVERGREEN AVENUE,11221,93786,2017-07-26
301 EVERGREEN AVENUE,11221,1300000,2017-06-22
87 HARMAN STREET,11221,941176,2016-09-02
63 HARMAN STREET,11221,250010,2017-04-18
63 HARMAN STREET,11221,250010,2016-10-10
592 VAN BUREN STREET,11221,929000,2017-08-10
606 VAN BUREN STREET,11221,795000,2016-09-22
908 BUSHWICK AVENUE,11221,750000,2016-10-05
1117 GREENE AVE,11221,1425000,2017-01-24
68 HARMAN STREET,11221,1299000,2017-05-11
1090 GREENE AVENUE,11221,1600000,2016-11-21
938 BUSHWICK AVENUE,11221,1250000,2017-07-19
938 BUSHWICK AVENUE,11221,307821,2017-04-27
950 BUSHWICK AVENUE,11221,1200000,2016-10-27
1120 GREENE AVE,11221,1078500,2017-03-02
1184 GREENE AVENUE,11221,600000,2016-12-22
1220 GREENE AVENUE,11221,800000,2017-01-11
1380 GREENE AVENUE,11237,900000,2017-01-06
86 BLEEKER STREET,11221,1200000,2017-04-19
88 BLEECKER STREET,11221,1380000,2017-05-18
81A MENAHAN STREET,11221,950000,2017-06-12
82 BLEECKER STREET,11221,910000,2017-07-25
1183 GATES AVENUE,11221,1400000,2017-05-03
1481 GATES AVE,11237,700000,2017-05-30
61A PALMETTO STREET,11221,1420000,2017-07-12
191 PALMETTO STREET,11221,780000,2017-07-11
10 PALMETTO STREET,11221,910000,2016-12-30
236 PALMETTO STREET,11221,900000,2017-04-10
256 PALMETTO STREET,11221,780000,2016-09-21
262 PALMETTO ST,11221,870000,2017-01-19
233 WOODBINE STREET,11221,885000,2017-01-17
38 WOODBINE STREET,11221,950000,2017-06-06
38 WOODBINE STREET,11221,780000,2016-10-27
961 MADISON STREET,11221,950000,2016-10-06
144 WOODBINE STREET,11221,700000,2017-06-15
601 KNICKERBOCKER AVENUE,11221,925000,2016-12-22
647A KNICKERBOCKER AVENUE,11221,480000,2017-02-09
645 KNICKERBOCKER AVENUE,11221,950000,2017-06-13
1134 BUSHWICK AVENUE,11221,999000,2017-04-06
456 CENTRAL AVENUE,11221,800000,2017-06-09
456 CENTRAL AVENUE,11221,750000,2017-02-23
460 CENTRAL AVE,11221,415000,2016-11-25
460 CENTRAL AVENUE,11221,47500,2016-11-22
416 WILSON AVENUE,11221,630000,2017-06-27
1263 PUTNAM AVENUE,11221,875000,2017-03-16
519 EVERGREEN AVE,11221,1500000,2016-09-12
1216 PUTNAM AVENUE,11221,999999,2017-08-03
1276 PUTNAM AVENUE,11221,1370000,2017-05-30
1280 PUTNAM AVENUE,11221,1290000,2017-05-04
1298 PUTNAM AVE,11221,765000,2016-11-08
191 CORNELIA STREET,11221,1140500,2016-10-20
307 CORNELIA STREET,11237,1075000,2017-05-24
1410 PUTNAM,11237,180000,2017-01-09
582 EVERGREEN AVENUE,11221,1000,2017-06-09
1119 JEFFERSON AVE,11221,994450,2016-11-15
164 CORNELIA STREET,11221,965000,2016-11-04
1215 JEFFERSON AVENUE,11221,1325000,2017-06-05
1169 JEFFERSON AVENUE,11221,1237500,2016-11-17
286 CORNELIA STREET,11221,900000,2017-05-09
1349 JEFFERSON AVENUE,11221,825000,2016-10-21
1343 JEFFERSON AVENUE,11221,721600,2017-05-08
306 CORNELIA STREET,11237,984000,2017-03-06
1040 JEFFERSON AVENUE,11221,850000,2017-02-13
1156 JEFFERSON AVE,11221,999999,2017-02-02
1182 JEFFERSON AVENUE,11221,340000,2017-04-27
1210 JEFFERSON AVENUE,11221,1340000,2017-03-16
1129 HANCOCK STREET,11221,1380000,2016-10-21
512 CENTRAL AVENUE,11221,680000,2016-12-22
1278 JEFFERSON AVENUE,11221,925000,2017-01-26
1255 HANCOCK STREET,11221,965000,2016-10-27
990 HANCOCK STREET,11221,660000,2017-01-11
37 WEIRFIELD STREET,11221,850000,2017-08-07
575 EVERGREEN AVENUE,11221,743322,2017-01-17
567 EVERGREEN AVENUE,11221,1463352,2016-10-19
1136 HANCOCK STREET,11221,855255,2017-01-24
137 WEIRFIELD STREET,11221,853053,2017-04-06
1200 HANCOCK STREET,11221,475000,2017-06-05
1230 HANCOCK STREET,11221,1350000,2017-02-16
209 WEIRFIELD STREET,11221,880000,2016-09-26
205 WEIRFIELD STREET,11221,550000,2017-03-01
26 WEIRFIELD STREET,11221,456300,2017-01-11
102 WEIRFIELD STREET,11221,800000,2017-02-14
1043 HALSEY STREET,11207,894595,2017-06-22
160 WEIRFIELD STREET,11221,830000,2017-02-13
1187 HALSEY STREET,11207,770000,2016-12-02
1171 HALSEY,11207,820000,2016-10-26
78 ELDERT STREET,11207,810000,2016-10-25
96 ELDERT STREET,11207,1070000,2016-11-07
280 ELDERT ST,11207,2450000,2016-11-10
251 COVERT STREET,11207,750000,2016-12-15
235 COVERT STREET,11207,980000,2017-07-25
281 COVERT STREET,11237,750000,2017-06-28
334 ELDERT STREET,11237,740000,2017-08-09
14 COVERT STREET,11207,1130000,2017-08-03
16 COVERT STREET,11207,550000,2016-09-01
66 COVERT STREET,11207,1125000,2016-09-20
110A COVERT STREET,11207,650000,2017-06-27
194 COVERT STREET,11207,775000,2016-12-14
193 SCHAEFER STREET,11207,700000,2017-08-07
169 SCHAEFER STREET,11207,1325000,2017-01-12
1342 BUSHWICK AVENUE,11207,659045,2017-05-18
122 SCHAEFER STREET,11207,875000,2016-10-13
176 SCHAEFER STREET,11207,835000,2017-07-18
1385 DECATUR STREET,11237,999000,2017-01-31
81 COOPER STREET,11207,415200,2016-11-17
1136 DECATUR STREET,11207,1425000,2017-03-03
127 COOPER STREET,11207,1275000,2017-07-03
171A COOPER STREET,11207,825000,2017-07-19
1334 DECATUR STREET,11237,380000,2017-01-24
301 COOPER STREET,11237,576094,2017-02-28
301 COOPER STREET,11237,636137,2016-09-15
297A COOPER STREET,11237,640000,2017-07-20
291A COOPER STREET,11237,785200,2017-05-23
98 COOPER STREET,11207,900000,2016-11-23
112 COOPER STREET,11207,1210000,2016-12-19
134A COOPER STREET,11207,995000,2017-04-20
147 MOFFAT STREET,11207,830000,2017-03-24
135 MOFFAT STREET,11207,950000,2017-05-10
197 MOFFAT STREET,11207,750000,2017-06-12
183 MOFFAT STREET,11207,1360000,2017-08-04
100 MOFFAT STREET,11207,1150000,2017-01-05
162 MOFFAT STREET,11207,850000,2017-02-07
186 MOFFAT STREET,11207,1050000,2017-07-06
646 CHAUNCEY STREET,11207,1056000,2017-03-15
648 CHAUNCEY ST,11207,250000,2017-07-31
666 CHAUNCEY STREET,11207,466440,2017-01-30
25 PILLING STREET,11207,980000,2016-11-04
17 PILLING STREET,11207,660000,2017-05-08
17 PILLING ST,11207,46625,2017-01-19
17 PILLING STREET,11207,250000,2016-12-28
17 PILLING STREET,11207,100000,2016-10-05
99 PILLING STREET,11207,1375000,2016-11-28
24 PILLING STREET,11207,1450000,2017-03-24
74 PILLING STREET,11207,748500,2016-10-27
92 PILLING STREET,11207,750000,2016-09-26
96 PILLING STREET,11207,850000,2017-03-28
40 FURMAN AVENUE,11207,528424,2017-08-14
38 ABERDEEN ST,11207,895000,2017-04-13
38 ABERDEEN STREET,11207,650000,2016-09-27
74 ABERDEEN STREET,11207,1100000,2017-02-16
78 ABERDEEN STREET,11207,1100000,2017-04-19
82 ABERDEEN,11207,385000,2016-12-21
83 DE SALES PLACE,11207,530000,2017-03-10
62 DE SALES PLACE,11207,270000,2017-03-21
2048 EASTERN PARKWAY,11207,262000,2017-03-31
17 BELVEDERE STREET,11206,535000,2017-06-02
177 JEFFERSON STREET,11206,1325000,2016-12-22
26 DITMARS STREET,11221,949000,2016-11-01
96 SUYDAM STREET,11221,990000,2016-12-19
612 HART STREET,11221,350000,2017-04-06
1167 GREENE AVENUE,11221,780000,2017-02-21
242 MENAHAN STREET,11237,999999,2017-04-27
28 GROVE STREET,11221,590000,2017-02-28
49 LINDEN STREET,11221,100000,2017-04-28
136 GROVE STREET,11221,1400000,2016-11-07
306 LINDEN STREET,11237,1225000,2017-05-03
268 LINDEN STREET,11237,1400000,2016-09-29
1104 GATES AVE,11221,1000,2016-11-07
271 WOODBINE STREET,11221,1395000,2017-06-26
1125 MADISON STREET,11221,1200000,2017-08-16
1101 MADISON STREET,11221,500,2016-10-17
1097 PUTNAM AVENUE,11221,1250000,2017-07-14
556 EVERGREEN AVENUE,11221,1250000,2017-02-02
1110 MADISON STREET,11221,1513000,2017-02-28
17 CORNELIA STREET,11221,975000,2017-02-24
1170 PUTNAM AVENUE,11221,1360000,2017-07-27
143 CORNELIA STREET,11221,950000,2017-03-23
229 CORNELIA STREET,11221,1668911,2017-08-25
205 CORNELIA STREET,11221,1499000,2016-11-07
667 KNICKERBOCKER AVE,11221,1250000,2017-02-21
22 CORNELIA STREET,11221,950000,2017-08-24
1063 JEFFERSON AVENUE,11221,205000,2016-09-12
1053 JEFFERSON AVENUE,11221,1040000,2016-12-22
90 CORNELIA STREET,11221,900000,2017-08-16
94 CORNELIA STREET,11221,950000,2017-01-11
1205 JEFFERSON AVENUE,11221,900000,2016-11-30
1345 JEFFERSON AVENUE,11221,821000,2017-05-08
1108 JEFFERSON AVENUE,11221,1415000,2017-03-30
1134 JEFFERSON AVENUE,11221,1625000,2017-01-17
1077 HANCOCK STREET,11221,999999,2017-06-02
1113 HANCOCK ST,11221,500,2016-11-23
1211 HANCOCK STREET,11221,1350000,2016-10-14
1316 JEFFERSON AVENUE,11221,641250,2016-09-09
1285 HANCOCK STREET,11221,999000,2017-02-21
1070 HANCOCK STREET,11221,1359000,2017-06-27
113 WEIRFIELD ST,11221,1330000,2017-05-22
1266 HANCOCK STREET,11221,1060000,2017-07-31
1246 BUSHWICK AVENUE,11207,700000,2017-01-12
1127 HALSEY STREET,11207,724000,2017-08-07
986 HALSEY STREET,11207,400000,2017-06-14
1008 HALSEY ST,11207,726059,2017-02-07
39 ELDERT STREET,11207,750000,2016-10-14
75 ELDERT STREET,11207,880000,2017-01-19
1112 HALSEY STREET,11207,338000,2017-05-24
1216 HALSEY STREET,11207,87500,2016-12-30
1216 HALSEY STREET,11207,131250,2016-11-29
1216 HALSEY STREET,11207,21875,2016-11-29
1216 HALSEY STREET,11207,196875,2016-11-21
1216 HALSEY STREET,11207,87500,2016-11-09
800 KNICKERBOCKER AVE,11207,1285000,2017-08-29
247 ELDERT STREET,11207,800000,2017-02-27
290 ELDERT STREET,11207,570000,2017-08-29
184 COVERT STREET,11207,800000,2017-01-27
215 SCHAEFER STREET,11207,925000,2017-05-03
154 SCHAEFER STREET,11207,1175000,2017-04-28
244 SCHAEFER STREET,11207,850000,2016-09-30
250 SCHAEFFER STREET,11207,1035000,2017-05-09
1309 DECATUR STREET,11207,1730000,2016-09-30
990 DECATUR STREET,11207,1250000,2017-06-02
89A COOPER ST,11207,875000,2017-03-22
1198 DECATUR STREET,11207,1085000,2016-10-26
1214 DECATUR STREET,11207,1485000,2017-03-17
173 COOPER STREET,11207,750000,2017-05-04
171 COOPER STREET,11207,1155000,2017-08-01
289 COOPER STREET,11237,1400000,2017-02-08
287 COOPER STREET,11237,1150000,2017-02-08
1398 BUSHWICK AVENUE,11207,830000,2016-09-29
36 PILLING STREET,11207,999000,2017-02-07
54 PILLING STREET,11207,1100000,2016-09-28
37 DE SALES PLACE,11207,999999,2016-12-22
1067 GREENE AVENUE,11221,851000,2016-12-15
449 EVERGREEN AVENUE,11221,921516,2016-11-17
449 EVERGREEN AVENUE,11221,911333,2016-12-05
31 COVERT STREET,11207,845000,2017-07-25
11 WILSON AVENUE,11237,225000,2017-02-14
102 CENTRAL AVENUE,11206,1400000,2016-10-27
1160 GREENE AVENUE,11221,800000,2017-03-10
1178 GREENE AVENUE,11221,700000,2017-07-11
1214 GREENE AVENUE,11221,1375000,2016-10-10
491A EVERGREEN AVENUE,11221,625000,2017-01-25
435 WILSON AVENUE,11221,965000,2017-03-30
502 WILSON AVENUE,11221,1050000,2017-05-18
BUSHWICK AVENUE,11207,245000,2016-09-21
1129 HALSEY STREET,11207,600000,2017-03-31
99 COOPER STREET,11207,465000,2017-05-08
99 COOPER STREET,11207,100,2017-03-20
656 CHAUNCEY STREET,11207,400000,2017-03-28
19 FAYETTE STREET,11206,999000,2016-12-02
17 LOCUST STREET,11206,1800000,2016-11-22
12 BELVEDERE STREET,11206,3000000,2017-01-09
888 FLUSHING AVENUE,11206,397117,2016-10-27
15 WILSON AVENUE,11237,2350000,2017-03-07
235 JEFFERSON STREET,11237,1600000,2016-09-06
315 JEFFERSON STREET,11237,2000000,2016-12-28
245 TROUTMAN,11237,1735000,2017-03-13
285 TROUTMAN STREET,11237,2300000,2017-03-27
967 WILLOUGHBY AVENUE,11221,3075000,2016-11-03
40 STARR STREET,11221,1200000,2016-09-15
100 STARR STREET,11237,3200000,2017-08-29
159 SUYDAM STREET,11221,1425000,2017-08-10
220 SUYDAM STREET,11237,1237296,2017-01-10
781 HART STREET,11237,1160000,2017-08-14
842 HART STREET,11237,1261893,2017-01-10
1511 DEKALB AVENUE,11237,1450000,2017-05-18
1484 DEKALB AVENUE,11237,1300000,2016-09-27
1498 DEKALB AVENUE,11237,1975550,2017-04-06
265 STOCKHOLM STREET,11237,1000000,2017-04-26
330 EVERGREEN AVENUE,11221,700000,2016-09-29
257 HIMROD STREET,11237,1400000,2017-01-24
245 HIMROD STREET,11237,1200000,2017-05-19
241 HIMROD STREET,11237,1537609,2017-01-10
258 HIMROD STREET,11237,1153218,2017-01-10
272 HIMROD ST,11237,1500000,2017-03-21
1137 GREENE AVENUE,11221,1180000,2017-07-21
326 HARMAN STREET,11237,1250000,2016-09-15
277 LINDEN STREET,11237,1950000,2017-05-15
124 LINDEN STREET,11221,1223041,2017-01-10
264 LINDEN STREET,11237,1350000,2017-03-15
13 PALMETTO STREET,11221,1100000,2017-02-28
1158 GATES AVENUE,11221,1500000,2017-06-22
34 WOODBINE STREET,11221,675000,2016-09-12
358 IRVING AVENUE,11237,1325000,2017-03-23
1120 MADISON STREET,11221,2300000,2017-05-15
107 CORNELIA ST,11221,1615500,2016-10-06
204 CORNELIA STREET,11221,1300000,2016-11-10
477 WILSON AVENUE,11221,4300000,2016-11-30
515 WILSON AVENUE,11221,1500000,2016-12-07
1364 HANCOCK STREET,11237,1287000,2017-04-28
1049 HALSEY STREET,11207,775000,2016-09-28
231 ELDERT STREET,11207,1250000,2017-08-29
1278 HALSEY STREET,11237,1225000,2016-12-22
1318 HALSEY STREET,11237,2525000,2017-05-12
39 SCHAEFER STREET,11207,1400000,2016-09-13
37 SCHAEFER STREET,11207,1450000,2017-06-08
1277 DECATUR STREET,11207,1300000,2017-04-06
298 SCHAEFER,11237,1455000,2017-01-11
636 WILSON AVENUE,11207,858000,2017-06-23
636 WILSON AVENUE,11207,100,2017-06-23
276 COOPER STREET,11237,800000,2016-11-28
757 BUSHWICK AVENUE,11221,11700000,2017-04-06
890 FLUSHING AVENUE,11206,52208,2016-10-06
890 FLUSHING AVENUE,11206,52208,2016-10-06
"1095 BUSHWICK AVENUE, 4A",11221,429000,2017-06-19
"246 CORNELIA STREET, D5",11221,257000,2016-11-10
"246 CORNELIA STREET, C-5",11221,237000,2016-12-02
"246 CORNELIA STREET, C1",11221,320000,2017-01-05
"246 CORNELIA STREET, B6",11221,270000,2017-02-08
"246 CORNELIA STREET, B7",11221,255000,2017-03-31
"246 CORNELIA ST, D11",11221,300000,2017-05-03
318 KNICKERBOCKER AVENUE,11237,795000,2017-05-15
318 KNICKERBOCKER AVE,11237,720000,2016-09-06
318 KNICKERBOCKER AVENUE,11237,675000,2017-05-09
318 KNICKERBOCKER AVENUE,11237,732250,2017-05-15
318 KNICKERBOCKER AVENUE,11237,870000,2017-06-13
318 KNICKERBOCKER,11237,1100000,2016-10-17
794 HART STREET,11237,999999,2017-05-15
782 HART STREET,11237,190632,2017-08-03
782 HART STREET,11237,190632,2017-08-03
782 HART STREET,11237,190632,2017-08-03
14 WILSON AVE,11237,2500000,2017-07-11
67 CENTRAL AVENUE,11206,490000,2017-07-20
214 KNICKERBOCKER AVENUE,11237,2100000,2016-09-13
112 CENTRAL AVENUE,11221,1400000,2016-12-14
526-538 HART STREET,11221,1645000,2017-05-18
1260 MYRTLE AVENUE,11221,1825000,2016-09-28
177 WILSON AVENUE,11237,2450000,2017-07-31
324 CENTRAL AVE,11221,2700000,2017-05-04
467 CENTRAL AVENUE,11221,1550000,2016-11-18
718 KNICKERBOCKER AVENUE,11221,1000000,2017-04-03
1240 HANCOCK STREET,11221,1600000,2017-03-23
537 CENTRAL AVE,11207,1900000,2017-07-20
562 WILSON AVENUE,11207,1740520,2017-05-10
217 COVERT STREET,11207,1800000,2017-08-02
1388 BUSHWICK AVENUE,11207,1800000,2017-06-29
13 MELROSE STREET,11206,549000,2016-09-14
13 MELROSE STREET,11206,660000,2016-11-07
326 MELROSE ST,11237,735000,2016-12-20
1257 DEKALB AVENUE,0,1075000,2017-06-29
1257 DEKALB AVENUE,11221,992793,2017-07-12
1257 DEKALB AVENUE,11221,920000,2017-07-12
172 WILSON AVENUE,11237,1069162,2017-01-20
172 WILSON AVENUE,11237,600000,2017-02-08
172 WILSON AVENUE,11237,876929,2016-12-22
172 WILSON AVENUE,11237,998024,2017-01-10
172 WILSON AVENUE,11237,600000,2017-02-08
172 WILSON AVENUE,11237,1050000,2016-12-15
172 WILSON AVENUE,11237,1221900,2017-01-09
172 WILSON AVENUE,11237,1323725,2017-06-08
172 WILSON AVENUE,11237,600000,2017-02-08
768 HART STREET,11237,445000,2017-01-18
328 CENTRAL AVENUE,11221,458212,2017-01-17
328 CENTRAL AVENUE,11221,661862,2017-02-15
328 CENTRAL AVENUE,11221,435006,2016-10-31
328 CENTRAL AVENUE,11221,559019,2016-12-07
328 CENTRAL AVENUE,11221,446160,2016-10-14
328 CENTRAL AVENUE,11221,468975,2017-03-01
328 CENTRAL AVENUE,11221,465426,2016-09-28
328 CENTRAL AVENUE,11221,488760,2017-02-15
137 ELDERT STREET,11207,814600,2016-12-05
137 ELDERT STREET,11207,649000,2017-03-16
137 ELDERT STREET,11207,651680,2017-01-06
137 ELDERT STREET,11207,679000,2017-03-17
116 COVERT STREET,11207,404586,2017-01-12
116 COVERT STREET,11207,590585,2017-01-19
116 COVERT STREET,11207,534581,2016-11-17
116 COVERT STREET,11207,427975,2016-11-03
116 COVERT STREET,11207,560037,2016-11-01
116 COVERT STREET,11207,451230,2016-12-08
116 COVERT STREET,11207,589566,2016-11-17
116 COVERT STREET,11207,471510,2016-10-20
116 COVERT STREET,11207,560037,2016-12-16
1265 DECATUR STREET,11207,465000,2016-09-09
1008 DECATUR STREET,11207,496860,2017-08-07
1008 DECATUR STREET,11207,495000,2017-06-07
